Concepts,Positive,Negative
form_clothe,1,0
beg,0,1
protect_eye_sun,1,0
head_gear,1,0
stylish,1,0
soft,1,0
just_fun,1,0
necessary,1,0
absence_light,0,2
lack_light,0,2
hide,0,1
dark_area,0,1
darkness,0,1
outline,1,0
protect_sun,1,0
cast,1,0
block_sun,1,0
no_light,0,1
slippery,0,1
graphite_pencil,1,0
sketch,1,0
draw,1,0
take_note,1,0
barber_shop,1,0
salon,1,0
part_hair,1,0
hair_salon,1,0
beauty_salon,1,0
long_narrow,1,0
fall_floor,0,1
barbershop,1,0
cause_cancer,0,1
attorney,1,0
protest,0,1
large_group,1,0
push_together,1,0
large_mass,1,0
hoard,0,1
group_gather,1,0
open_area,1,0
number_person,1,0
game,1,0
mob,0,1
small_group,1,0
clown,1,0
cramp,0,1
people,1,0
small_place,1,0
much_than,1,0
dense,1,0
bunch_person,1,0
market,1,0
plural,1,0
public,1,0
football_game,1,0
assembly,1,0
clique,0,1
gather_person,1,0
arena,1,0
accident,0,1
big_group,1,0
person_gather,1,0
public_place,1,0
group_person,1,0
football_stadium,1,0
four_person,1,0
organize,1,0
laugh_clown,1,0
multiple_person,1,0
festival,1,0
three,1,0
riot,0,1
mass_person,1,0
human_group,1,0
person_group,1,0
public_gather,1,0
human_mass,1,0
collection_person,1,0
person_together,1,0
large_person,1,0
same_before,1,0
cluster,1,0
large_number,1,0
demonstration,0,1
gathering,1,0
huge,1,0
move_person,0,1
multitude,1,0
two,1,0
previous,1,0
gather,1,0
jewel,1,0
collective_noun,1,0
mass,1,0
heavy,1,0
jewellery,1,0
royal,1,0
queen,1,0
top_head,1,0
diamond,1,0
prince,1,0
top,1,0
spiky,0,1
ornament,1,0
tow,1,0
spike,0,1
headdress,1,0
kingly,1,0
regal,1,0
monarch,1,0
king_queen,1,0
adornment,1,0
symbol,1,0
monarchy,1,0
accessory,1,0
royalty,1,0
precious,1,0
jewelry,1,0
throne,1,0
king,1,0
symbol_authority,1,0
hot,0,1
pointy,0,1
castle,1,0
shiny,1,0
make_money,1,0
believe,1,0
root_evil,0,1
captive,0,1
gain_information,1,0
impress_person,1,0
share_information,1,0
meet_others,1,0
hook_up,1,0
get_information,1,0
good_mental_health,1,0
grace,1,0
conflict,0,1
raise_money,1,0
new_information,1,0
lover,1,0
understand,1,0
human_contact,1,0
friend,1,0
shake_hand,1,0
spread_germ,0,1
post_notice,1,0
advertise_product,1,0
advertisment,1,0
rear_end,1,0
at_the,1,0
relation,1,0
low_down,0,1
behind,1,0
location,1,0
ass,0,1
direction,1,0
quark,1,0
bum,0,1
downward,0,1
rear,0,1
backside,0,1
floor,1,0
position,1,0
beneath,1,0
stop_smell_rose,0,1
born,1,0
live_well,1,0
no_choice,0,1
exist,1,0
happyness,1,0
hapiness,1,0
eat_drink,1,0
make_love,1,0
go_hike,1,0
given,1,0
gain_experience,1,0
divorce,0,1
purpose,1,0
grow,1,0
introspection,1,0
person_need,0,1
grow_old,0,1
no_other_choice,0,1
useful,1,0
become_sad,0,1
get_marry,1,0
quit_work,0,1
valuable,1,0
stay_alive,1,0
amusement,1,0
help_person,1,0
take_life,0,1
die,0,1
experience,1,0
emotional_pain,0,1
activity,1,0
acquire_knowledge,1,0
learn_new,1,0
hang_up_clothe,1,0
tidy_room,1,0
organize_document,1,0
store_information,1,0
picnic,1,0
palace,1,0
sunbathe,1,0
wave_clip,1,0
good_band,1,0
noise_pollution,0,1
honeymoon,1,0
make_clothe,1,0
clothe_store,1,0
tailor_shop,1,0
make_cloth,1,0
flexible,1,0
fabric_store,1,0
curtain,1,0
cover_furniture,1,0
altitude,1,0
elevation,1,0
height,1,0
high,1,0
airplane,1,0
zombie,0,1
small_river,1,0
find_country,1,0
wax_dental_floss,1,0
floss_tooth,1,0
dentist,1,0
clean_between_tooth,1,0
chemist,1,0
burn_trash,1,0
duel,0,1
shoot,0,1
combat,0,1
gun,0,1
competition,1,0
old_west,1,0
western,1,0
battle,0,1
honor,1,0
dispute,0,1
eat_sushi,1,0
board_ship,1,0
board_airplane,1,0
order_food,1,0
board,1,0
bus,1,0
plane,1,0
board_bus,1,0
board_boat,1,0
wait_train,0,1
disgrace,0,1
dishonor,0,1
minibar,1,0
beer,1,0
store_food,1,0
stay_home,1,0
ill,0,1
part_play,1,0
stage_play,1,0
act_play,0,1
part,1,0
broadway_play,1,0
play_part,1,0
film,1,0
part_movie,1,0
uppercase_bug,0,1
circular_motion,1,0
what_person,1,0
bakery_item,1,0
pastry,1,0
wrap,1,0
breakfast_food,1,0
push,0,1
bake_treat,1,0
bakery,1,0
bagel,1,0
type_bread,1,0
somersault,1,0
round_bread,1,0
movement,1,0
wheel,1,0
appetizer,1,0
hotdog_bun,1,0
fall_down,0,1
rock_music,1,0
rotation,1,0
money_clip,1,0
biscuit,1,0
drop,0,1
music_genre,1,0
bun,1,0
rotate_movement,1,0
small_circle,1,0
bow_string,1,0
ointment,1,0
medicine_chest,0,1
contraception,1,0
prevent_pregnancy,1,0
pharmacy,1,0
birth_control,1,0
drug_store,1,0
drugstore,1,0
yellowstone,1,0
show_up_time,1,0
variable,1,0
program,1,0
whip_cream,1,0
decision,1,0
choice,1,0
clothe_store_change_room,1,0
privacy,1,0
try_new_clothe,1,0
adjust_clothe,1,0
bicycle_shop,1,0
kinky_sex,0,1
secure,1,0
hold_dog,1,0
haul,1,0
link,1,0
lock_up,0,1
feel_great,1,0
study_hard,1,0
work_hard,1,0
bribe_teacher,0,1
feel_proud,1,0
excel,1,0
listen_teacher,1,0
please_parent,1,0
good_work,1,0
learn_lesson,1,0
diligent,1,0
study,1,0
think_critically,1,0
fail,0,1
reward,1,0
illness,0,1
forget,0,1
smoke_cigar,1,0
booze,1,0
slur_word,0,1
kill_brain_cell,0,1
run_out_booze,0,1
throw_up,0,1
get_arrest,0,1
get_dizzy,0,1
fall_asleep,1,0
hit_car,0,1
bite_dog,0,1
forgetfulness,0,1
smoke_cigarette,1,0
intoxication,0,1
ethanol,1,0
forget_problem,1,0
erection,1,0
lower_standard,0,1
eat_peanut,1,0
stagger,0,1
pass_out,0,1
vomit,0,1
hurt_other_person,0,1
sit_outside,1,0
find_office,1,0
man-made,1,0
physical_object,1,0
wooden,1,0
head_committee,1,0
auditorium,1,0
sit_down,1,0
rest_area,1,0
seat,1,0
uncomfortable,0,1
comfortable_sit,1,0
three_leg,1,0
stool,1,0
make_out_plastic,1,0
sit_table,1,0
find_build,1,0
leg,1,0
inanimate_object,1,0
roller,1,0
stand_alone,0,1
in_it,1,0
sit_seat,1,0
confession,1,0
cost_nothing,1,0
empty,0,1
soft_hard,1,0
site,1,0
rest_leg,1,0
movie_theatre,1,0
find_desk,1,0
sit_chair,1,0
sir,1,0
object,1,0
internet_cafe,1,0
help_relax,1,0
use_outside,1,0
curve,1,0
furnish,1,0
ballet,1,0
jerk,1,0
push_limit,0,1
bad_guy,0,1
out_gay_man,1,0
tug,0,1
tricky,1,0
one,1,0
time_keeper,1,0
between,1,0
timekeep,1,0
watch,1,0
nit,0,1
short,1,0
time_keep,1,0
interval,1,0
hello,1,0
length,1,0
cute,1,0
real_estate,1,0
terrain,1,0
knoll,1,0
grassy_area,1,0
tiny_particle,1,0
mote,1,0
dot,1,0
walk_upon,1,0
dirt_soil,0,1
hit,0,1
play_area,1,0
heaven,1,0
level,1,0
what,1,0
above,1,0
foundation,1,0
dirt,0,1
underfoot,0,1
base,1,0
bumpy,0,1
football_play,1,0
land_earth,1,0
on_the,1,0
soil_earth,1,0
trail,1,0
plant_tree,1,0
solid,1,0
dirty,0,1
solid_surface,1,0
open_space,1,0
under_foot,0,1
flood,0,1
floor_cover,1,0
on_it,1,0
grind,1,0
honour,1,0
code,1,0
chivalry,1,0
abstract,1,0
merit,1,0
bridesmaid,1,0
recognition,1,0
prestige,1,0
valor,1,0
noble,1,0
courage,1,0
virtue,1,0
on_person,1,0
medal,1,0
dignity,1,0
wed_vow,1,0
glory,1,0
characteristic,1,0
high_esteem,1,0
war,0,1
samurai,1,0
with_person,1,0
praise,1,0
knight,1,0
distinction,1,0
address,1,0
reside,1,0
mail_delivery,1,0
salutation,1,0
zip,1,0
house_location,1,0
live_place,1,0
destination,1,0
send,1,0
label,1,0
email,1,0
envelop,1,0
delivery,1,0
phone,1,0
post,1,0
identity,1,0
street_name,1,0
house_place,1,0
residence,1,0
zip_code,1,0
person_live,1,0
where,1,0
name_street,1,0
die_war,0,1
enroll,1,0
queue,1,0
wait_line,0,1
anger_person,0,1
public_servant,1,0
arctic,1,0
go_bathroom_first,1,0
enjoy_film,1,0
currency,1,0
purchase,1,0
form_money,1,0
purchase_food,1,0
abortion,0,1
free,1,0
find_doctor,0,1
clinic,0,1
medical_procedure,0,1
operation,0,1
forget_everything,0,1
parachute,1,0
dangerous_activity,0,1
only_mammal,1,0
fur,1,0
dream,1,0
form_gamble,1,0
learn_foreign_language,1,0
travel_abroad,1,0
use_screwdriver,1,0
turn_screw,1,0
pretty_woman,1,0
pulley,1,0
conscious,1,0
awake,1,0
fashion,1,0
trash,0,1
mango,1,0
salsa,1,0
out_house,1,0
tie_game,0,1
jim,1,0
baseball_team,1,0
walk_stick,0,1
new_computer,1,0
bad_breath,0,1
person_name,1,0
suspension,0,1
keep_clean,1,0
christmas_present,1,0
bow,1,0
baby_cry,0,1
stand_queue,0,1
learn_patience,1,0
get_bore,0,1
go_library,1,0
sigh,0,1
take_turn,1,0
sore_leg,0,1
wait_patiently,1,0
examine,1,0
individual,1,0
keep_place,1,0
become_impatient,0,1
tire_foot,0,1
delay,0,1
get_sore_foot,0,1
become_tire,0,1
back_ache,0,1
wait_turn,1,0
get_front,1,0
wait_service,0,1
patient,0,1
sit_sofa,1,0
go_theater,1,0
sore_foot,0,1
move_forward,1,0
tap_foot,1,0
advance,1,0
search,1,0
line_up,1,0
daydream,1,0
civility,1,0
go_post_office,1,0
any_ocean,1,0
sea,1,0
boat,1,0
occupation,1,0
catch_catfish,1,0
catch_shark,1,0
fish_trout,1,0
fish_compliment,1,0
fish_lake,1,0
fourth,1,0
cent,1,0
american_money,1,0
currency_system,1,0
receipt,1,0
pay_cashier,1,0
proof_purchase,1,0
medicine,0,1
proof,1,0
hold_onto,1,0
avoid_fall,1,0
under_bridge,1,0
mythical_creature,0,1
trauma,0,1
happen_quickly,1,0
release_tension,1,0
might_laugh,1,0
others_laugh,1,0
chuckle,1,0
hear_joke,1,0
start_laugh,1,0
make_laugh,1,0
laugh_loudly,1,0
hear_story,1,0
act_out,1,0
guffaw,0,1
exaggerate,0,1
laugh_out_loud,1,0
other_person_laugh,1,0
tell_others,1,0
hairdresser,1,0
keep_food,1,0
buy_grocery,1,0
shop_grocery,1,0
welcome,1,0
shoe,1,0
tiredness,0,1
drink_water,1,0
crazy_person,0,1
make_strong,1,0
get_tire,0,1
exhaustion,0,1
will_tire,0,1
feel_tire,0,1
become_exhaust,0,1
collapse,0,1
get_shape,1,0
self-fulfillment,1,0
sunburn,0,1
choke,0,1
sweat,0,1
breathe_heavily,0,1
find_car,1,0
gordon,1,0
furby,1,0
toy,1,0
computer_chip,1,0
neglect,0,1
ignore,0,1
abuse,0,1
strong_feel,1,0
unpleasant,0,1
bring_happiness,1,0
sometimes_painful,0,1
a_way_of,1,0
intense,0,1
appeal,1,0
consider_beautiful,1,0
afraid_death,0,1
lonely,0,1
watch_baseball_game,1,0
pour_liquid,1,0
unique,1,0
far_away,0,1
play_volleyball,1,0
think_future,1,0
balance_checkbook,1,0
solitary,0,1
read_much,1,0
before,1,0
start,1,0
order_menu,1,0
solo,1,0
gain_knowledge,1,0
write_check,1,0
unity,1,0
spring_action,1,0
drink_much_alcohol,0,1
care_child,1,0
high_level,1,0
see_star_night,1,0
worm,0,1
eat_chicken,1,0
five_dollar,1,0
cut_knife,0,1
sole,0,1
celebrate_birthday,1,0
recycle_paper,1,0
recur,1,0
monthly,1,0
visit_doctor,0,1
take_vitamin,1,0
eat_better,1,0
make_appointment_doctor,0,1
live_long_time,1,0
reduce_stress,1,0
go_see_doctor,0,1
long_life,1,0
blood_test,0,1
go_doctor,0,1
live_long_life,1,0
weigh,1,0
monday,1,0
write_program,1,0
requirement,1,0
mental_exercise,1,0
design,1,0
make_live,1,0
person_die,0,1
learn_new_language,1,0
express_idea,1,0
achieve_goal,1,0
knowledge,1,0
save_time,1,0
creativity,1,0
make_coffee,1,0
need_done,1,0
create_new,1,0
type_keyboard,1,0
save,1,0
draw_diagram,1,0
flaw,0,1
learn_computer_language,1,0
ask_help,0,1
express_yourself,1,0
program_language,1,0
learn_program_language,1,0
think_logically,1,0
bug,0,1
write_code,1,0
accomplishment,1,0
design_software,1,0
process_datum,1,0
misunderstand,0,1
meet_need,1,0
computer_crash,0,1
find_bug,0,1
program_computer,1,0
suspension_bridge,1,0
safety_device,1,0
safety,1,0
lean_against,1,0
old_person,0,1
scarf,1,0
avoid_work,0,1
brain,1,0
cure,1,0
sick_person,0,1
threaten,0,1
sin,0,1
nurse_home,1,0
elderly_person,0,1
old_lady,0,1
cause_death,0,1
feel_well,1,0
spatula,1,0
machine_metal,1,0
coliseum,1,0
rome,1,0
large_structure,1,0
sanctuary,1,0
animal_place,1,0
animal_enclosure,1,0
pimple,0,1
zit,0,1
acne,0,1
spot,0,1
print_newspaper,1,0
mechanical,1,0
savings_account,1,0
count_money,1,0
get_mug,0,1
money_buy,1,0
receive_money,1,0
acquire_wealth,1,0
perform_service,1,0
get_money,1,0
pay_child_support,1,0
finish_job,1,0
receive_paycheck,1,0
hard_work,1,0
pay_bill,0,1
good_job,1,0
spend,1,0
wed_reception,1,0
find_another_person,1,0
stop_marry,0,1
friction,0,1
rub,1,0
scientific_term,1,0
put_screw,1,0
take_apart,0,1
unscrew,1,0
many_game,1,0
pay_cash,1,0
vision,1,0
religion,1,0
eye_function,1,0
new_idea,1,0
eye_sense,1,0
see_idea_become_reality,1,0
stick_eraser,1,0
erase_pencil_mark,1,0
kilometer,1,0
metric,1,0
game_toy,1,0
hunger,0,1
drink_milk,1,0
dirty_dish,0,1
not_hungry_any,1,0
invite_dinner,1,0
global_thermonuclear_war,0,1
cut_food,0,1
heartburn,0,1
say_grace,1,0
full,1,0
burp,0,1
indigestion,0,1
sit_down_table,1,0
set_table,1,0
food_poison,0,1
talk_family,1,0
get_sick,0,1
full_stomach,1,0
become_full,1,0
plan_meal,1,0
sit_down_chair,1,0
cocktail,1,0
spill_food_clothe,0,1
nourishment,1,0
sleepiness,0,1
spend_time,1,0
little_hungry,1,0
band-aid,0,1
decorate,1,0
alphabet,1,0
dynamic,1,0
music_store,1,0
classical_music,1,0
opus_house,1,0
feed,1,0
eat_pizza,1,0
stop_eat,0,1
overeat,0,1
fee_child,1,0
feel_content,1,0
snack,1,0
decide_eat,1,0
eat_sandwich,1,0
fill_stomach,1,0
make_feel_better,1,0
eat_snack,1,0
feel_satisfaction,1,0
keep_healthy,1,0
lose_weight,1,0
ingest_food,1,0
say_goodbye,0,1
compass_direction,1,0
many_type,1,0
bell,1,0
wild_cat,1,0
transportation,1,0
some_thing,1,0
False,0,1
limit,1,0
infinite,1,0
finite,1,0
elementary_particle,1,0
late,1,0
after,1,0
once,1,0
latter,1,0
past,1,0
employee,1,0
president,1,0
present,1,0
scarlet,1,0
gone,1,0
bright_red,1,0
print_paper,1,0
fold,1,0
educate,1,0
lawn,1,0
archive,1,0
media,1,0
waste_paper,0,1
readable,1,0
research,1,0
local,1,0
read_story,1,0
product,1,0
motivate,1,0
inform_person,1,0
deliver,1,0
rug,1,0
report_event,1,0
print_medium,1,0
ink_paper,1,0
document,1,0
lock,1,0
column,1,0
daily,1,0
spread_news,1,0
collect,1,0
jail,0,1
inform,1,0
under_carpet,1,0
daily_news,1,0
spoken_language,1,0
see_need,0,1
make_shop_list,1,0
sharpen,1,0
most_child,1,0
blank_stare,1,0
sickness,0,1
cold_flu,0,1
unwell,0,1
feel_ill,0,1
feel_bad,0,1
take_medicine,0,1
diseased,0,1
virus,0,1
symptom,0,1
suffer,0,1
electric_razor,0,1
shave,1,0
power_switch,1,0
travel_kit,1,0
sign,1,0
convey_idea,1,0
sell,1,0
soccer_game,1,0
hot_weather,0,1
faint,0,1
dimension,1,0
spy,0,1
honesty,1,0
tell_lie,0,1
read_bible,1,0
seek_understand,1,0
deep_thinker,1,0
research_subject,1,0
ask_question,1,0
persistance,0,1
scientist,1,0
expand_knowledge,1,0
feel_hurt,0,1
think_outside_box,1,0
effort,1,0
denial,0,1
advance_knowledge,1,0
commit_suicide,0,1
diligence,1,0
know_happen,1,0
startle,1,0
open_mind,1,0
make_live_better,1,0
investigation,0,1
conclusion,1,0
question_everything,1,0
know_truth,1,0
say_aha,1,0
ask_nicely,1,0
find_answer,1,0
person_not_know,0,1
discover,1,0
gather_datum,1,0
learn_fact,1,0
hermit,0,1
investigate_fact,1,0
look_fact,1,0
find_fact,1,0
become_enlighten,1,0
thinker,1,0
investigate,1,0
become_inform,1,0
peace_mind,1,0
increase_knowledge,1,0
know_fact,1,0
liberate,1,0
movie_screen,1,0
drive-in_movie,1,0
taste_sour,1,0
teach_open_mind,1,0
bore,0,1
rover,1,0
play_stringe_instrument,1,0
bluegrass_band,1,0
remember_childhood,1,0
hit_brother,0,1
folk_music,1,0
music_shop,1,0
go_baseball_game,1,0
rob,0,1
kill_man,0,1
popular_japan,1,0
pollution,0,1
objective,1,0
opinion,1,0
prefer,1,0
cheat,0,1
unfair,0,1
society,1,0
three_dimension,1,0
round_shape,1,0
mess_up,0,1
everything,1,0
really_small,1,0
inhabit,1,0
beautiful_place,1,0
grow_food,1,0
wide,1,0
hope_peace,1,0
imagination,1,0
orbit_sun,1,0
place_live,1,0
big_place,1,0
cover_water,1,0
open_eye,1,0
shutter,1,0
blind,0,1
window_treatment,1,0
window_cover,1,0
close_window,1,0
cover_window,1,0
house_roof,1,0
fierce,0,1
long_line,0,1
disneyland,1,0
find_earth,1,0
under_ground,0,1
cave,1,0
under_house,0,1
poop,0,1
cavity,1,0
cause_pain,0,1
fill,1,0
arrow,1,0
robin_hood,1,0
indian,1,0
shaft,1,0
target_practice,1,0
sharp_weapon,0,1
archery,1,0
weapon,0,1
hunt,0,1
projectile,0,1
hit_target,1,0
leadership,1,0
use_army,0,1
military_base,0,1
cow_skin,0,1
animal_flesh,1,0
long_version,1,0
chamber_music,1,0
full_air,1,0
fragile,0,1
balloon,1,0
foam,1,0
with,1,0
without,0,1
give_flower,1,0
pie,1,0
rip,0,1
bring,1,0
door_handle,1,0
towards,1,0
release,1,0
drag,0,1
grunt,1,0
rope,1,0
enter_exit,1,0
grab,1,0
speed,1,0
go_fast,1,0
fast,1,0
quickly,1,0
quick_movement,1,0
quickness,1,0
movement_verb,1,0
move_quickly,1,0
like_movie,1,0
work_box_office,1,0
become_clean,1,0
drain,0,1
decay,0,1
watcher,1,0
watch_others,1,0
plant_grow,1,0
dairy_product,1,0
dairy,1,0
cone,1,0
yoga,1,0
meditation,1,0
form_exercise,1,0
midget,1,0
pornography,1,0
poke,0,1
prick,0,1
sticker,1,0
rise,1,0
sharpness,0,1
rise_plant,1,0
planet_solar_system,1,0
string_quartet,1,0
backup,1,0
ask_money,1,0
holiday_shop,1,0
automobile_accident,0,1
lose_job,0,1
kill_themselves,0,1
strong_emotion,1,0
change_person_greatly,1,0
cloud_judgement,0,1
wide_street,1,0
extreme_boredom,0,1
cyclist,1,0
baton,1,0
twirl,1,0
girl,1,0
stubborn,0,1
fair,1,0
mediator,1,0
start_over,1,0
listen_carefully,1,0
argument,0,1
hit_head,0,1
growth,1,0
quit,0,1
go_around,1,0
arbitrator,1,0
walk_out,0,1
agree_disagree,1,0
settle_down,1,0
negotiate,1,0
difficult,0,1
give_up,0,1
go_war,0,1
detour,0,1
become_frustrate,0,1
disagree,0,1
sentimental,1,0
change_mind,0,1
clear_up,1,0
victory,1,0
compromise,0,1
go_over,1,0
hard_day_work,0,1
extinguish_fire,1,0
sea_bed,1,0
granular,1,0
grit,1,0
bead,1,0
bit,0,1
swimsuit,1,0
small_pebble,1,0
ground_material,1,0
seashore,1,0
ground_cover,1,0
ocean_floor,0,1
bottom_sea,0,1
construction,1,0
matter,1,0
also,1,0
yellow_color,1,0
surface_earth,1,0
hourglass,1,0
beach,1,0
make_glass,1,0
small_stone,1,0
find_beach,1,0
concrete,1,0
sane,1,0
narrow,1,0
bend_knee,1,0
just,1,0
find_seat,1,0
sigh_relief,1,0
find_chair,1,0
laziness,0,1
bend,1,0
find_place_sit,1,0
get_rest,1,0
bend_leg,1,0
leg_tire,0,1
foot_hurt,0,1
numbness,0,1
rest_foot,1,0
sit_floor,1,0
let_go,1,0
little_effort,1,0
break_chair,0,1
old,0,1
over,1,0
memory,1,0
recent,1,0
then,1,0
ago,1,0
forgotten,0,1
history,1,0
throw_football,1,0
go_ahead,1,0
option,1,0
try,1,0
physical_action,1,0
exchange,1,0
freeway,1,0
answer,1,0
when_person,1,0
permission,1,0
hand_over,1,0
clue,1,0
next,1,0
enter,1,0
what_do,1,0
catch_football,1,0
verbosity,1,0
race,1,0
permit,1,0
become_unconscious,0,1
investment,1,0
double_money,1,0
quicken,1,0
get_fast,1,0
computer_program,1,0
gauge,1,0
device_measure_time,1,0
measure_device,1,0
item,1,0
tower,1,0
circular,1,0
chime,1,0
dial,1,0
mechanical_device,1,0
timekeeper,1,0
check_time,1,0
know_time,1,0
stop_work,0,1
show_time,1,0
fail_work,0,1
set_alarm,1,0
meet_famous_person,1,0
enough_food,1,0
capacity,1,0
fill_up,1,0
sate,1,0
complete,1,0
hash,1,0
illegal,0,1
drug,0,1
live_underground,0,1
personal,1,0
know_how,1,0
captain_ship,1,0
resume,1,0
wisdom,1,0
gain,1,0
time_test,1,0
learn_knowledge,1,0
invite_friend,1,0
catch_baseball,1,0
throw_ball,1,0
pitch,1,0
traffic_sign,1,0
follower,1,0
yo_yo,1,0
two_side,1,0
entryway,1,0
walk_through,1,0
wood_panel,1,0
rectangle,1,0
knob,1,0
enter_build,1,0
doorbell,1,0
front,1,0
hollow,1,0
closure,1,0
knock,1,0
turn_knob,1,0
build_part,1,0
enter_room,1,0
rectangular_shape,1,0
find_church,1,0
fixture,1,0
threshold,1,0
build_open,1,0
door_knob,1,0
shut,1,0
barrier,1,0
protection,1,0
panel,1,0
protect,1,0
hinge,1,0
connect_room,1,0
open_close,1,0
house_open,1,0
go_inside,1,0
aperture,1,0
four_side,1,0
keep_person_out,0,1
enter_classroom,1,0
exit_build,1,0
home_entrance,1,0
rectangular,1,0
wooden_structure,1,0
tall,1,0
hardware,1,0
control_access,1,0
house_front,1,0
slam,1,0
house_part,1,0
front_back,1,0
gate,1,0
go_through,1,0
separate_room,1,0
entrance_room,1,0
find_shower,1,0
portal,1,0
arch,1,0
part_car,1,0
entry,1,0
fuel,1,0
jet_fuel,1,0
flammable,0,1
tight,1,0
way,1,0
stretchy,1,0
dark_color,0,1
nomad,1,0
tribe,1,0
traveling_person,1,0
brownian_motion,1,0
sensitive,0,1
get_revenge,0,1
imprisonment,0,1
punish_criminal,1,0
look_eye,1,0
deliberate,1,0
justice,1,0
drink_booze,0,1
doubt,0,1
jury,1,0
flip_coin,1,0
person_go_jail,0,1
go_prison,0,1
judgement,1,0
judge,1,0
bang_gavel,1,0
improve,1,0
reflect,1,0
weigh_consequence,0,1
trial,1,0
serious,1,0
wooden_leg,0,1
